"","Price"
"2017-07-14",10150
"2017-07-17",11400
"2017-07-18",14800
"2017-07-19",14175
"2017-07-20",14000
"2017-07-21",14725
"2017-07-24",15925
"2017-07-25",15000
"2017-07-26",14350
"2017-07-27",13900
"2017-07-28",13000
"2017-07-31",13600
"2017-08-01",13150
"2017-08-02",12850
"2017-08-03",13250
"2017-08-04",12725
"2017-08-07",12250
"2017-08-08",12450
"2017-08-09",11900
"2017-08-10",11500
"2017-08-11",11600
"2017-08-14",11650
"2017-08-16",11800
"2017-08-17",12725
"2017-08-18",12700
"2017-08-21",12675
"2017-08-22",13100
"2017-08-23",13675
"2017-08-24",13825
"2017-08-25",13975
"2017-08-28",13900
"2017-08-29",13550
"2017-08-30",13500
"2017-08-31",13725
"2017-09-01",13450
"2017-09-04",13050
"2017-09-05",12575
"2017-09-06",13625
"2017-09-07",13625
"2017-09-08",13800
"2017-09-11",14925
"2017-09-12",15225
"2017-09-13",15050
"2017-09-14",15750
"2017-09-15",15900
"2017-09-18",15700
"2017-09-19",15275
"2017-09-20",14750
"2017-09-21",14325
"2017-09-22",13700
"2017-09-25",12950
"2017-09-26",13250
"2017-09-27",13800
"2017-09-28",13575
"2017-09-29",14000
"2017-10-10",14250
"2017-10-11",14350
"2017-10-12",13775
"2017-10-13",13050
"2017-10-16",13025
"2017-10-17",13150
"2017-10-18",12650
"2017-10-19",13050
"2017-10-20",13150
"2017-10-23",12700
"2017-10-24",12850
"2017-10-25",12675
"2017-10-26",12950
"2017-10-27",13500
"2017-10-30",13500
"2017-10-31",13275
"2017-11-01",13750
"2017-11-02",13650
"2017-11-03",13475
"2017-11-06",13025
"2017-11-07",13150
"2017-11-08",13300
"2017-11-09",13250
"2017-11-10",13975
"2017-11-13",14825
"2017-11-14",14975
"2017-11-15",14550
"2017-11-16",15700
"2017-11-17",15350
"2017-11-20",15575
"2017-11-21",16250
"2017-11-22",19875
"2017-11-23",19250
"2017-11-24",19900
"2017-11-27",20775
"2017-11-28",20800
"2017-11-29",21500
"2017-11-30",20950
"2017-12-01",20625
"2017-12-04",20250
"2017-12-05",20725
"2017-12-06",20600
"2017-12-07",20900
"2017-12-08",20950
"2017-12-11",24500
"2017-12-12",26350
"2017-12-13",26000
"2017-12-14",25500
"2017-12-15",24025
"2017-12-18",23300
"2017-12-19",23350
"2017-12-20",23575
"2017-12-21",21925
"2017-12-22",22425
"2017-12-26",22750
"2017-12-27",23250
"2017-12-28",23725
"2018-01-02",24150
"2018-01-03",23200
"2018-01-04",22350
"2018-01-05",22250
"2018-01-08",21000
"2018-01-09",21075
"2018-01-10",21100
"2018-01-11",21000
"2018-01-12",20350
"2018-01-15",19450
"2018-01-16",20350
"2018-01-17",21950
"2018-01-18",21800
"2018-01-19",21600
"2018-01-22",20475
"2018-01-23",20650
"2018-01-24",21800
"2018-01-25",21600
"2018-01-26",22925
"2018-01-29",22700
"2018-01-30",22250
"2018-01-31",21900
"2018-02-01",21750
"2018-02-02",20975
"2018-02-05",18825
"2018-02-06",19100
"2018-02-07",18500
"2018-02-08",19250
"2018-02-09",18900
"2018-02-12",18875
"2018-02-13",18575
"2018-02-14",18775
"2018-02-19",19275
"2018-02-20",18875
"2018-02-21",18600
"2018-02-22",18300
"2018-02-23",18700
"2018-02-26",18400
"2018-02-27",18175
"2018-02-28",17875
"2018-03-02",17350
"2018-03-05",16450
"2018-03-06",17300
"2018-03-07",16525
"2018-03-08",16750
"2018-03-09",17525
"2018-03-12",18350
"2018-03-13",17875
"2018-03-14",17700
"2018-03-15",17500
"2018-03-16",17650
"2018-03-19",17800
"2018-03-20",17675
"2018-03-21",17275
"2018-03-22",17050
"2018-03-23",15475
"2018-03-26",15400
"2018-03-27",15850
"2018-03-28",15375
"2018-03-29",15500
"2018-03-30",15500
"2018-04-02",14925
"2018-04-03",15125
"2018-04-04",14675
"2018-04-05",14675
"2018-04-06",14275
"2018-04-09",14475
"2018-04-10",14025
"2018-04-11",15450
"2018-04-12",16000
"2018-04-13",15550
"2018-04-16",16000
"2018-04-17",16575
"2018-04-18",16100
"2018-04-19",15575
"2018-04-20",15725
"2018-04-23",15350
