"","Price"
"2017-06-05",16450
"2017-06-07",16950
"2017-06-08",17300
"2017-06-09",17200
"2017-06-12",16750
"2017-06-13",17050
"2017-06-14",16450
"2017-06-15",15700
"2017-06-16",15650
"2017-06-19",15550
"2017-06-20",15300
"2017-06-21",14950
"2017-06-22",15850
"2017-06-23",15850
"2017-06-26",15350
"2017-06-27",15350
"2017-06-28",15850
"2017-06-29",16200
"2017-06-30",16250
"2017-07-03",16450
"2017-07-04",16650
"2017-07-05",16450
"2017-07-06",16400
"2017-07-07",16200
"2017-07-10",16050
"2017-07-11",15950
"2017-07-12",16100
"2017-07-13",15700
"2017-07-14",15750
"2017-07-17",15950
"2017-07-18",15950
"2017-07-19",16700
"2017-07-20",16850
"2017-07-21",17300
"2017-07-24",17500
"2017-07-25",17350
"2017-07-26",16850
"2017-07-27",17050
"2017-07-28",16400
"2017-07-31",16350
"2017-08-01",16650
"2017-08-02",16750
"2017-08-03",16350
"2017-08-04",16650
"2017-08-07",16650
"2017-08-08",16550
"2017-08-09",16300
"2017-08-10",16200
"2017-08-11",15900
"2017-08-14",15600
"2017-08-16",16050
"2017-08-17",16100
"2017-08-18",16650
"2017-08-21",16750
"2017-08-22",16800
"2017-08-23",16550
"2017-08-24",16750
"2017-08-25",16800
"2017-08-28",17000
"2017-08-29",17500
"2017-08-30",18050
"2017-08-31",18200
"2017-09-01",18450
"2017-09-04",18650
"2017-09-05",18500
"2017-09-06",18400
"2017-09-07",18400
"2017-09-08",18350
"2017-09-11",18950
"2017-09-12",18700
"2017-09-13",18600
"2017-09-14",18200
"2017-09-15",17850
"2017-09-18",17850
"2017-09-19",18250
"2017-09-20",17750
"2017-09-21",17300
"2017-09-22",17200
"2017-09-25",17200
"2017-09-26",18200
"2017-09-27",17950
"2017-09-28",17700
"2017-09-29",17650
"2017-10-10",17350
"2017-10-11",17600
"2017-10-12",18200
"2017-10-13",17500
"2017-10-16",16900
"2017-10-17",16950
"2017-10-18",16950
"2017-10-19",16700
"2017-10-20",16750
"2017-10-23",16900
"2017-10-24",17450
"2017-10-25",17750
"2017-10-26",17650
"2017-10-27",17850
"2017-10-30",17950
"2017-10-31",17750
"2017-11-01",17600
"2017-11-02",17550
"2017-11-03",17650
"2017-11-06",17750
"2017-11-07",17400
"2017-11-08",17150
"2017-11-09",17350
"2017-11-10",17550
"2017-11-13",17550
"2017-11-14",17600
"2017-11-15",17450
"2017-11-16",17900
"2017-11-17",18650
"2017-11-20",18650
"2017-11-21",18200
"2017-11-22",18700
"2017-11-23",18400
"2017-11-24",18400
"2017-11-27",17950
"2017-11-28",18000
"2017-11-29",18150
"2017-11-30",18200
"2017-12-01",17900
"2017-12-04",17900
"2017-12-05",18400
"2017-12-06",18150
"2017-12-07",18100
"2017-12-08",18450
"2017-12-11",18350
"2017-12-12",18450
"2017-12-13",18750
"2017-12-14",18800
"2017-12-15",19600
"2017-12-18",19700
"2017-12-19",19250
"2017-12-20",19200
"2017-12-21",18950
"2017-12-22",19350
"2017-12-26",19900
"2017-12-27",18800
"2017-12-28",18150
"2018-01-02",17800
"2018-01-03",17550
"2018-01-04",17400
"2018-01-05",17650
"2018-01-08",17200
"2018-01-09",16900
"2018-01-10",17050
"2018-01-11",17150
"2018-01-12",16900
"2018-01-15",16750
"2018-01-16",16900
"2018-01-17",16850
"2018-01-18",17050
"2018-01-19",17000
"2018-01-22",17000
"2018-01-23",16900
"2018-01-24",16800
"2018-01-25",16900
"2018-01-26",17400
"2018-01-29",17500
"2018-01-30",17300
"2018-01-31",17050
"2018-02-01",17250
"2018-02-02",17050
"2018-02-05",16650
"2018-02-06",16550
"2018-02-07",16800
"2018-02-08",16800
"2018-02-09",16300
"2018-02-12",16450
"2018-02-13",16500
"2018-02-14",16500
"2018-02-19",16700
"2018-02-20",16550
"2018-02-21",16750
"2018-02-22",16800
"2018-02-23",16750
"2018-02-26",16700
"2018-02-27",16700
"2018-02-28",17300
"2018-03-02",17300
"2018-03-05",17200
"2018-03-06",17150
"2018-03-07",17000
"2018-03-08",17000
"2018-03-09",17150
"2018-03-12",17350
"2018-03-13",17250
"2018-03-14",17100
"2018-03-15",16900
"2018-03-16",17050
