"","Price"
"2017-06-21",14514
"2017-06-22",14702
"2017-06-23",14842
"2017-06-26",15312
"2017-06-27",15641
"2017-06-28",15688
"2017-06-29",15641
"2017-06-30",15265
"2017-07-03",14842
"2017-07-04",14373
"2017-07-05",14889
"2017-07-06",14842
"2017-07-07",14702
"2017-07-10",14889
"2017-07-11",14936
"2017-07-12",15265
"2017-07-13",15547
"2017-07-14",15876
"2017-07-17",15876
"2017-07-18",16158
"2017-07-19",16205
"2017-07-20",16205
"2017-07-21",16252
"2017-07-24",16815
"2017-07-25",15688
"2017-07-26",15406
"2017-07-27",15265
"2017-07-28",14702
"2017-07-31",14702
"2017-08-01",14842
"2017-08-02",14795
"2017-08-03",14279
"2017-08-04",14091
"2017-08-07",14091
"2017-08-08",14185
"2017-08-09",13903
"2017-08-10",13903
"2017-08-11",13997
"2017-08-14",14091
"2017-08-16",14561
"2017-08-17",14889
"2017-08-18",14983
"2017-08-21",14795
"2017-08-22",14889
"2017-08-23",15030
"2017-08-24",15124
"2017-08-25",15923
"2017-08-28",15923
"2017-08-29",16017
"2017-08-30",15782
"2017-08-31",15688
"2017-09-01",15547
"2017-09-04",15124
"2017-09-05",15265
"2017-09-06",15453
"2017-09-07",15312
"2017-09-08",15500
"2017-09-11",15594
"2017-09-12",17003
"2017-09-13",16674
"2017-09-14",17332
"2017-09-15",17332
"2017-09-18",17379
"2017-09-19",17097
"2017-09-20",16627
"2017-09-21",16486
"2017-09-22",16111
"2017-09-25",16298
"2017-09-26",16298
"2017-09-27",16392
"2017-09-28",16768
"2017-09-29",17050
"2017-10-10",17802
"2017-10-11",17848
"2017-10-12",17755
"2017-10-13",16956
"2017-10-16",16345
"2017-10-17",16439
"2017-10-18",16205
"2017-10-19",16158
"2017-10-20",16064
"2017-10-23",16017
"2017-10-24",16533
"2017-10-25",16392
"2017-10-26",16345
"2017-10-27",16298
"2017-10-30",16627
"2017-10-31",16768
"2017-11-01",16768
"2017-11-02",16909
"2017-11-03",16909
"2017-11-06",16815
"2017-11-07",16721
"2017-11-08",16674
"2017-11-09",16721
"2017-11-10",16815
"2017-11-13",17332
"2017-11-14",17755
"2017-11-15",17520
"2017-11-16",18036
"2017-11-17",18036
"2017-11-20",17848
"2017-11-21",17848
"2017-11-22",18600
"2017-11-23",18553
"2017-11-24",18929
"2017-11-27",18318
"2017-11-28",18318
"2017-11-29",18459
"2017-11-30",18177
"2017-12-01",18036
"2017-12-04",17708
"2017-12-05",17379
"2017-12-06",17050
"2017-12-07",16674
"2017-12-08",16909
"2017-12-11",17050
"2017-12-12",17614
"2017-12-13",17942
"2017-12-14",17755
"2017-12-15",18459
"2017-12-18",18365
"2017-12-19",17989
"2017-12-20",18083
"2017-12-21",18083
"2017-12-22",18130
"2017-12-26",18318
"2017-12-27",19258
"2017-12-28",19070
"2018-01-02",19539
"2018-01-03",19492
"2018-01-04",19117
"2018-01-05",19398
"2018-01-08",19117
"2018-01-09",20573
"2018-01-10",20338
"2018-01-11",21324
"2018-01-12",21277
"2018-01-15",20948
"2018-01-16",21277
"2018-01-17",20995
"2018-01-18",20948
"2018-01-19",20714
"2018-01-22",19445
"2018-01-23",19586
"2018-01-24",19398
"2018-01-25",19445
"2018-01-26",19492
"2018-01-29",19492
"2018-01-30",19398
"2018-01-31",19117
"2018-02-01",19070
"2018-02-02",19164
"2018-02-05",18647
"2018-02-06",18976
"2018-02-07",19492
"2018-02-08",19445
"2018-02-09",18788
"2018-02-12",18318
"2018-02-13",18177
"2018-02-14",18318
"2018-02-19",18130
"2018-02-20",18083
"2018-02-21",18130
"2018-02-22",17755
"2018-02-23",17614
"2018-02-26",17708
"2018-02-27",17567
"2018-02-28",17191
"2018-03-02",16956
"2018-03-05",16392
"2018-03-06",16533
"2018-03-07",16533
"2018-03-08",16392
"2018-03-09",16345
"2018-03-12",16533
"2018-03-13",17332
"2018-03-14",17426
"2018-03-15",17614
"2018-03-16",17989
"2018-03-19",17848
"2018-03-20",17989
"2018-03-21",18083
"2018-03-22",18647
"2018-03-23",17848
"2018-03-26",17942
"2018-03-27",17989
"2018-03-28",18036
"2018-03-29",17942
"2018-03-30",17802
"2018-04-02",17567
"2018-04-03",17567
"2018-04-04",17614
"2018-04-05",17473
"2018-04-06",17097
"2018-04-09",17144
"2018-04-10",17191
"2018-04-11",18130
"2018-04-12",18600
"2018-04-13",18600
"2018-04-16",18553
"2018-04-17",18271
"2018-04-18",18271
"2018-04-19",18553
"2018-04-20",18271
"2018-04-23",18036
"2018-04-24",17661
"2018-04-25",17426
"2018-04-26",17520
"2018-04-27",17895
"2018-04-30",17895
"2018-05-02",17848
"2018-05-03",17848
"2018-05-04",17895
"2018-05-08",17989
"2018-05-09",17708
"2018-05-10",17848
"2018-05-11",18177
"2018-05-14",18224
"2018-05-15",17848
"2018-05-16",17520
"2018-05-17",17426
"2018-05-18",17567
"2018-05-21",17848
"2018-05-23",18130
"2018-05-24",18224
"2018-05-25",18083
"2018-05-28",18130
"2018-05-29",18318
"2018-05-30",18224
"2018-05-31",19868
"2018-06-01",20197
"2018-06-04",20197
"2018-06-05",20385
"2018-06-07",20197
"2018-06-08",19915
"2018-06-11",19774
"2018-06-12",20150
"2018-06-14",20291
"2018-06-15",19962
"2018-06-18",18788
"2018-06-19",18130
"2018-06-20",18318
"2018-06-21",17661
"2018-06-22",17614
"2018-06-25",17191
"2018-06-26",16862
"2018-06-27",16627
"2018-06-28",16298
"2018-06-29",16392
"2018-07-02",15829
"2018-07-03",16486
"2018-07-04",16439
"2018-07-05",16533
"2018-07-06",16345
"2018-07-09",16956
"2018-07-10",17003
"2018-07-11",16815
"2018-07-12",16674
"2018-07-13",17473
"2018-07-16",17379
"2018-07-17",16862
"2018-07-18",16486
"2018-07-19",16439
"2018-07-20",16533
"2018-07-23",16533
"2018-07-24",16533
"2018-07-25",16674
"2018-07-26",17144
"2018-07-27",17097
"2018-07-30",16956
"2018-07-31",16721
"2018-08-01",16721
"2018-08-02",16721
"2018-08-03",16533
"2018-08-06",16533
"2018-08-07",16674
"2018-08-08",16580
"2018-08-09",16721
"2018-08-10",16721
"2018-08-13",15359
"2018-08-14",15782
"2018-08-16",15312
"2018-08-17",14936
"2018-08-20",14702
"2018-08-21",14936
"2018-08-22",14795
"2018-08-23",14795
"2018-08-24",14748
"2018-08-27",14373
"2018-08-28",14702
"2018-08-29",14655
"2018-08-30",14420
"2018-08-31",14655
"2018-09-03",14655
"2018-09-04",14420
"2018-09-05",14514
"2018-09-06",14138
"2018-09-07",13715
"2018-09-10",13668
"2018-09-11",13809
"2018-09-12",13809
"2018-09-13",13903
"2018-09-14",14185
"2018-09-17",13715
"2018-09-18",13715
"2018-09-19",13621
"2018-09-20",13621
"2018-09-21",13668
"2018-09-27",13574
"2018-09-28",13480
"2018-10-01",13668
"2018-10-02",13339
"2018-10-04",13011
"2018-10-05",12682
"2018-10-08",12588
"2018-10-10",12353
"2018-10-11",11883
"2018-10-12",11602
"2018-10-15",11414
"2018-10-16",11602
"2018-10-17",11602
"2018-10-18",11648
"2018-10-19",11555
"2018-10-22",11414
"2018-10-23",11038
"2018-10-24",10521
"2018-10-25",10192
"2018-10-26",10427
"2018-10-29",9911
"2018-10-30",10286
"2018-10-31",10286
"2018-11-01",10427
"2018-11-02",10897
"2018-11-05",10756
"2018-11-06",10944
"2018-11-07",11414
"2018-11-08",12071
"2018-11-09",12212
"2018-11-12",12071
"2018-11-13",11977
"2018-11-14",12682
"2018-11-15",12447
"2018-11-16",12917
"2018-11-19",13105
"2018-11-20",12917
"2018-11-21",13152
"2018-11-22",13011
"2018-11-23",12776
"2018-11-26",13058
"2018-11-27",13011
"2018-11-28",12917
"2018-11-29",12635
"2018-11-30",12494
"2018-12-03",12212
"2018-12-04",12118
"2018-12-05",11695
"2018-12-06",11461
"2018-12-07",11555
"2018-12-10",11179
"2018-12-11",11132
"2018-12-12",11367
"2018-12-13",11602
"2018-12-14",11461
"2018-12-17",11179
"2018-12-18",12447
"2018-12-19",12353
"2018-12-20",12212
"2018-12-21",12165
"2018-12-24",12306
"2018-12-26",12118
"2018-12-27",12118
"2018-12-28",12024
"2019-01-02",12071
"2019-01-03",11977
"2019-01-04",12259
"2019-01-07",12541
"2019-01-08",12588
"2019-01-09",12776
"2019-01-10",12635
"2019-01-11",12776
"2019-01-14",12635
"2019-01-15",12635
"2019-01-16",12588
"2019-01-17",12588
"2019-01-18",12588
"2019-01-21",12682
"2019-01-22",13668
"2019-01-23",13809
"2019-01-24",13997
"2019-01-25",14138
"2019-01-28",14326
"2019-01-29",14185
"2019-01-30",14655
"2019-01-31",15218
"2019-02-01",15641
"2019-02-07",15500
"2019-02-08",15594
"2019-02-11",15735
"2019-02-12",16815
"2019-02-13",17238
"2019-02-14",17661
"2019-02-15",17802
"2019-02-18",17802
"2019-02-19",17802
"2019-02-20",17848
"2019-02-21",17708
"2019-02-22",17848
"2019-02-25",17848
"2019-02-26",17708
"2019-02-27",17473
"2019-02-28",17426
"2019-03-04",17238
"2019-03-05",16768
"2019-03-06",17097
"2019-03-07",16956
"2019-03-08",16862
"2019-03-11",16768
"2019-03-12",16909
"2019-03-13",16815
"2019-03-14",16909
"2019-03-15",16862
"2019-03-18",16721
"2019-03-19",16768
"2019-03-20",16815
"2019-03-21",17426
"2019-03-22",17520
"2019-03-25",17379
"2019-03-26",17379
"2019-03-27",17144
"2019-03-28",17238
"2019-03-29",18788
"2019-04-01",19352
"2019-04-02",19352
"2019-04-03",18929
"2019-04-04",19164
"2019-04-05",20197
"2019-04-08",19915
"2019-04-09",19117
"2019-04-10",19352
"2019-04-11",19633
"2019-04-12",19821
"2019-04-15",19633
"2019-04-16",19821
"2019-04-17",19962
"2019-04-18",19539
"2019-04-19",19352
"2019-04-22",18694
"2019-04-23",18459
"2019-04-24",18600
"2019-04-25",18741
"2019-04-26",18506
"2019-04-29",18647
"2019-04-30",19023
"2019-05-02",19539
"2019-05-03",19727
"2019-05-07",19492
"2019-05-08",19352
"2019-05-09",19117
"2019-05-10",19398
"2019-05-13",19586
"2019-05-14",20385
"2019-05-15",20197
"2019-05-16",19586
"2019-05-17",21982
"2019-05-20",22780
"2019-05-21",22405
"2019-05-22",21935
"2019-05-23",21089
"2019-05-24",19492
"2019-05-27",19023
"2019-05-28",19398
"2019-05-29",19023
"2019-05-30",19070
"2019-05-31",19117
"2019-06-03",18835
"2019-06-04",18929
"2019-06-05",19821
"2019-06-07",20244
"2019-06-10",20291
"2019-06-11",20479
"2019-06-12",20479
"2019-06-13",20197
"2019-06-14",19727
"2019-06-17",19774
"2019-06-18",19915
"2019-06-19",19821
"2019-06-20",19915
"2019-06-21",20338
"2019-06-24",19962
"2019-06-25",19774
"2019-06-26",19868
"2019-06-27",20150
"2019-06-28",19962
"2019-07-01",19868
"2019-07-02",20009
"2019-07-03",20291
"2019-07-04",20150
"2019-07-05",20250
